Code,Title,points_r1_2021,points_r2_2021,points_r1_2020,points_r2_2020,EOS,Mid
TU989,Early Childhood Care and Education (campus options,270.0,,,,,
TU991,Applied Social Studies in Social Care,326.0,,325.0,,,
TU992,Community Development and Youth Work,251.0,,251.0,,,
TU995,Early Childhood Education,378.0,,367.0,,,
TU996,Social Care,407.0,,400.0,,,
TU997,Applied Social Care,320.0,,310.0,283.0,,
TR002,Music,508.0,477.0,435.0,429.0,414.0,473.0
TR003,History,552.0,543.0,497.0,493.0,486.0,518.0
TR004,Law,590.0,589.0,566.0,565.0,532.0,552.0
TR005,Philosophy,510.0,497.0,442.0,,391.0,446.0
TR006,Psychology,601.0,590.0,567.0,555.0,555.0,577.0
TR007,Clinical Speech and Language Studies,564.0,,529.0,,499.0,529.0
TR009,Music Education,496.0,486.0,420.0,,430.0,465.0
TR015,Philosophy  Political Science  Economics and Socio,613.0,613.0,589.0,,566.0,577.0
TR016,Deaf Studies,389.0,,340.0,,337.0,372.0
TR018,Law and French,602.0,602.0,565.0,,532.0,554.0
TR019,Law and German,577.0,567.0,543.0,542.0,523.0,555.0
TR021,Classics  Ancient History and Archaeology,467.0,462.0,370.0,,377.0,495.0
TR022,Early and Modern Irish,377.0,,398.0,,347.0,407.0
TR023,English Studies,546.0,541.0,487.0,476.0,463.0,511.0
TR024,European Studies,566.0,,544.0,542.0,520.0,544.0
TR025,Drama and Theatre Studies,543.0,519.0,564.0,530.0,489.0,531.0
TR028,Ancient and Medieval History and Culture,498.0,463.0,342.0,,339.0,451.0
TR031,Mathematics,579.0,578.0,531.0,,566.0,589.0
TR032,Engineering,556.0,555.0,510.0,509.0,487.0,520.0
TR033,Computer Science,566.0,549.0,509.0,,465.0,488.0
TR034,Management Science and Information Systems Studies,625.0,625.0,613.0,,589.0,602.0
TR035,Theoretical Physics,590.0,589.0,543.0,,554.0,601.0
TR038,Engineering with Management,589.0,589.0,532.0,,499.0,543.0
TR039,Computer Science  Linguistics and a Language,443.0,,454.0,424.0,435.0,498.0
TR040,Middle Eastern and European Languages and Cultures,520.0,499.0,466.0,,485.0,518.0
TR041,Religion,417.0,,368.0,,347.0,393.0
TR042,Film,531.0,522.0,489.0,476.0,,
TR043,History of Art and Architecture,498.0,486.0,393.0,354.0,,
TR051,Medicine (HPAT required),743.0,743.0,735.0,734.0,730.0,739.0
TR052,Dental Science,625.0,625.0,613.0,613.0,590.0,602.0
TR053,Physiotherapy,590.0,,566.0,566.0,533.0,544.0
TR054,Occupational Therapy,578.0,577.0,533.0,,500.0,520.0
TR055,Radiation Therapy,577.0,566.0,543.0,,510.0,521.0
TR056,Human Health and Disease,601.0,,565.0,,543.0,565.0
TR060,Biological and Biomedical Sciences,578.0,577.0,543.0,543.0,510.0,542.0
TR061,Chemical Sciences,558.0,554.0,517.0,510.0,488.0,520.0
TR062,Geography and Geoscience,495.0,,473.0,,435.0,485.0
TR063,Physical Sciences,554.0,543.0,498.0,498.0,498.0,543.0
TR064,Environmental Science and Engineering,555.0,,,,,
TR072,Pharmacy,613.0,613.0,590.0,,555.0,577.0
TR080,Global Business,613.0,,589.0,,565.0,577.0
TR081,Business  Economic and Social Studies (BESS),577.0,567.0,543.0,543.0,518.0,542.0
TR084,Social Studies (Social Work),497.0,487.0,462.0,,420.0,462.0
TR085,Business Studies and French,564.0,,540.0,531.0,509.0,553.0
TR086,Business Studies and German,530.0,,509.0,499.0,474.0,495.0
TR087,Business Studies and Russian,487.0,,474.0,465.0,467.0,487.0
TR089,Business Studies and Polish,391.0,,444.0,424.0,393.0,434.0
TR090,Business Studies and Spanish,566.0,,531.0,,510.0,543.0
TR091,General Nursing (Meath and St James`s),462.0,456.0,429.0,,393.0,420.0
TR093,General Nursing (Adelaide School of Nursing),473.0,,430.0,429.0,378.0,409.0
TR095,Mental Health Nursing,442.0,,408.0,,358.0,377.0
TR097,Intellectual Disability Nursing,412.0,410.0,396.0,,346.0,350.0
TR911,Children`s and General Nursing (Integrated),531.0,,511.0,510.0,476.0,487.0
TR913,Midwifery,521.0,,478.0,477.0,423.0,462.0
DN100,Architecture,555.0,,510.0,,473.0,509.0
DN120,Landscape Architecture,463.0,435.0,407.0,,353.0,403.0
DN130,City Planning and Environmental Policy,445.0,424.0,407.0,400.0,367.0,421.0
DN150,Engineering (Common Entry),565.0,,531.0,521.0,511.0,554.0
DN200,Science (options),577.0,567.0,533.0,,521.0,554.0
DN201,Computer Science (Common Entry),554.0,549.0,510.0,,488.0,509.0
DN230,Actuarial and Financial Studies,613.0,613.0,601.0,,577.0,589.0
DN240,Sustainability,510.0,,440.0,,,
DN250,Agricultural Science (options),454.0,444.0,456.0,455.0,420.0,462.0
DN261,Food Science,531.0,,477.0,,434.0,467.0
DN262,Human Nutrition,566.0,,531.0,,493.0,510.0
DN300,Veterinary Medicine - Undergraduate Entry,601.0,,589.0,,567.0,589.0
DN301,Veterinary Medicine - Graduate Entry (GAMSAT requi,,,,,,
DN310,Veterinary Nursing,521.0,509.0,478.0,477.0,441.0,487.0
DN400,Medicine - Undergraduate Entry (HPAT required),743.0,,737.0,736.0,735.0,745.0
DN401,Medicine - Graduate Entry (GAMSAT required),61.0,,,,59.0,61.0
DN410,Radiography,566.0,566.0,534.0,532.0,507.0,522.0
DN411,Radiography - Graduate Entry,,,,,,
DN420,Physiotherapy,601.0,601.0,578.0,577.0,542.0,555.0
DN425,Health and Performance Science,544.0,543.0,510.0,509.0,488.0,509.0
DN430,Sport and Exercise Management,484.0,476.0,455.0,445.0,436.0,455.0
DN440,Biomedical  Health and Life Sciences,613.0,613.0,590.0,589.0,565.0,579.0
DN450,General Nursing,462.0,,429.0,424.0,398.0,420.0
DN451,Children`s and General Nursing (Integrated),533.0,,509.0,506.0,462.0,499.0
DN452,Midwifery,510.0,509.0,489.0,476.0,409.0,452.0
DN453,Mental Health Nursing,442.0,,397.0,393.0,379.0,403.0
DN520,Joint Honours (options),381.0,378.0,310.0,,336.0,408.0
DN530,Humanities (options),397.0,388.0,340.0,336.0,348.0,411.0
DN541,Modern Languages (options),320.0,,303.0,,348.0,412.0
DN600,Law (options),576.0,567.0,546.0,544.0,520.0,532.0
DN610,Business and Law,573.0,567.0,545.0,,521.0,543.0
DN650,Commerce,555.0,,521.0,521.0,498.0,510.0
DN660,Commerce International (options),555.0,554.0,517.0,511.0,507.0,531.0
DN670,Economics and Finance,625.0,625.0,613.0,,601.0,601.0
DN700,Social Sciences (options),475.0,474.0,421.0,419.0,388.0,441.0
DN710,Economics,534.0,532.0,498.0,498.0,476.0,488.0
DN720,Psychology,566.0,564.0,530.0,522.0,517.0,531.0
DN750,Social Policy and Sociology,421.0,,378.0,,330.0,366.0
DK810,Accounting and Finance,307.0,307.0,305.0,305.0,306.0,391.0
DK816,Business Studies,301.0,301.0,300.0,300.0,300.0,357.0
DK820,Computing in Games Development,309.0,309.0,311.0,311.0,307.0,369.0
DK821,Computing in Software Development,320.0,316.0,302.0,302.0,301.0,347.0
DK822,Augmented and Virtual Reality,320.0,320.0,307.0,,,
DK830,Building Surveying,305.0,,336.0,,302.0,349.0
DK831,Architectural Technology,368.0,314.0,389.0,,301.0,366.0
DK832,Construction Management,358.0,305.0,387.0,,300.0,329.0
DK843,Engineering (Common Entry),404.0,391.0,340.0,340.0,303.0,402.0
DK844,Mechanical Engineering,336.0,336.0,305.0,305.0,,
DK845,Electrical and Electronic Engineering,331.0,331.0,304.0,304.0,,
DK846,Civil Engineering,371.0,371.0,391.0,361.0,,
DK850,International Tourism Management,303.0,303.0,317.0,317.0,,
DK861,Arts,302.0,302.0,302.0,302.0,300.0,358.0
DK862,Social Care,322.0,319.0,301.0,,300.0,338.0
DK863,Creative Media,336.0,320.0,308.0,308.0,300.0,376.0
DK864,Film and Television Production,308.0,,300.0,300.0,300.0,332.0
DK865,Audio and Music Production,352.0,,301.0,,301.0,346.0
DK870,General Nursing,440.0,440.0,403.0,401.0,392.0,401.0
DK872,Intellectual Disability Nursing,367.0,366.0,336.0,,300.0,317.0
DK874,Mental Health Nursing,398.0,,356.0,,356.0,378.0
DK876,Early Childhood Studies,300.0,,321.0,,305.0,359.0
DK877,Midwifery,482.0,477.0,440.0,,398.0,441.0
DK880,Health and Physical Activity,301.0,,328.0,,300.0,367.0
DK882,Agriculture (Award options),342.0,,310.0,,303.0,358.0
DK883,Science (Award options),373.0,368.0,358.0,321.0,300.0,369.0
DK884,Sustainable Agriculture,348.0,,,,,
DK885,Agri-Food Production,,,,,,
DK886,Biopharmaceutical Science,379.0,,301.0,,,
DK887,Environmental Science,377.0,,330.0,,,
GA181,Accounting,303.0,,309.0,,303.0,378.0
GA182,Business,285.0,,287.0,,290.0,347.0
GA183,Business Information Systems,298.0,,296.0,,309.0,373.0
GA184,Marketing and Sales,300.0,,307.0,,307.0,348.0
GA185,Finance and Economics,318.0,,293.0,,307.0,398.0
GA186,Business with Entrepreneurship,287.0,,280.0,,297.0,328.0
GA187,Rural Enterprise and Agri-Business,291.0,,281.0,,280.0,367.0
GA281,Film and Documentary,310.0,301.0,304.0,,287.0,360.0
GA282,Heritage Studies,252.0,,220.0,,238.0,308.0
GA283,Contemporary Art (portfolio),790.0,,679.0,,260.0,340.0
GA284,Design,331.0,,303.0,,309.0,377.0
GA285,Education (Art  Design and Graphics),406.0,,,,,
GA380,International Hotel Management,218.0,,242.0,,225.0,289.0
GA381,International Tourism Management,252.0,,278.0,,261.0,290.0
GA382,Culinary and Gastronomic Science,235.0,,206.0,,225.0,316.0
GA384,Event Management with Public Relations,230.0,,212.0,,209.0,289.0
GA480,Construction Management,302.0,,260.0,,260.0,312.0
GA482,Quantity Surveying and Construction Economics,304.0,,288.0,,280.0,340.0
GA483,Architectural Technology,281.0,273.0,265.0,,251.0,321.0
GA484,Civil Engineering,377.0,,290.0,,270.0,362.0
GA580,Software and Electronic Engineering,300.0,,300.0,,301.0,351.0
GA680,Mechanical Engineering,400.0,,330.0,,336.0,389.0
GA681,Energy Engineering,312.0,,293.0,,281.0,328.0
GA682,Biomedical Engineering,331.0,,313.0,,331.0,383.0
GA683,Agricultural Engineering,304.0,,309.0,,301.0,365.0
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413.0,,340.0,,346.0,406.0
GA685,Manufacturing Engineering Design,336.0,,309.0,,,
GA780,Applied Freshwater and Marine Biology,366.0,,327.0,,300.0,360.0
GA781,Applied Biology and Biopharmaceutical Science,381.0,,337.0,,317.0,376.0
GA782,Chemical and Pharmaceutical Science,356.0,,336.0,,307.0,346.0
GA783,Physics and Instrumentation,301.0,,363.0,,373.0,378.0
GA784,Science (Undenominated),445.0,,372.0,,327.0,377.0
GA785,Medical Science,517.0,510.0,473.0,,451.0,486.0
GA786,Forensic Science and Analysis,408.0,,317.0,,300.0,366.0
GA787,Computing in Software Development,310.0,,270.0,,275.0,327.0
GA788,Computing and Digital Media,270.0,,274.0,,270.0,327.0
GA789,Agriculture and Environmental Management,340.0,,287.0,,297.0,339.0
GA790,Sport and Exercise Science,376.0,366.0,356.0,,350.0,379.0
GA791,Public Health Nutrition,368.0,,368.0,,364.0,397.0
GA880,General Nursing,440.0,,429.0,422.0,389.0,400.0
GA882,Psychiatric Nursing,369.0,,367.0,,346.0,370.0
GA885,Outdoor Education,269.0,,252.0,,210.0,298.0
GA887,History and Geography,201.0,,244.0,,228.0,296.0
GA889,Applied Social Care,265.0,,266.0,,260.0,297.0
GA890,Early Childhood Education and Care,281.0,227.0,270.0,,278.0,319.0
GA891,Geography and Outdoor Education,261.0,,244.0,,,
GA892,Community Development and Youth Work (Level 8),,,,,,
GA980,Education (Design Graphics and Construction),410.0,,377.0,,376.0,389.0
GA981,Furniture Design and Manufacture,346.0,,,,271.0,350.0
GA982,Furniture Making and Architectural Woodworking,360.0,,,,270.0,352.0
GA983,Furniture and Digital Manufacturing,,,,,,
GA984,Furniture Design  Making and Technology - Common E,486.0,467.0,284.0,,,
GY101,Arts (Joint-Honours),327.0,326.0,300.0,,300.0,374.0
GY104,BSc (Psychology),564.0,555.0,523.0,520.0,507.0,529.0
GY105,Arts (History),357.0,,301.0,,318.0,358.0
GY109,Arts (Mathematics and Education),413.0,,403.0,,411.0,487.0
GY110,Arts (Children and Youth Studies - options),387.0,,357.0,,382.0,409.0
GY111,Arts (English and Creative Writing),421.0,420.0,330.0,,402.0,472.0
GY113,Arts with Human Rights,413.0,,368.0,,338.0,409.0
GY115,Arts with Performing Arts Studies,300.0,,387.0,,328.0,367.0
GY118,Arts (Drama  Theatre and Performance Studies),453.0,430.0,451.0,,410.0,451.0
GY119,Arts (Journalism),484.0,473.0,400.0,,410.0,475.0
GY122,Na DÃ¡na (CumarsÃ¡id agus Gaeilge),410.0,,361.0,,308.0,399.0
GY123,Applied Social Sciences,419.0,,358.0,,357.0,388.0
GY125,Arts (Digital Arts and Technology),403.0,,328.0,,324.0,379.0
GY127,Arts (Film and Digital Media),430.0,421.0,401.0,,387.0,435.0
GY128,Arts (Global Languages),346.0,,352.0,,370.0,440.0
GY129,Arts (Global Experience),465.0,,420.0,,408.0,477.0
GY130,Arts (Music),462.0,,408.0,,400.0,444.0
GY132,Government (Politics  Economics and Law),465.0,451.0,407.0,,402.0,444.0
GY133,Education (Computer Science and Mathematical Studi,454.0,,422.0,,401.0,466.0
GY134,Geography and Geosystems,425.0,,410.0,,,
GY135,Arts (Global Media),442.0,,,,,
GY136,Na DÃ¡na (LÃ©ann Teanga - options),526.0,,,,,
GY201,Commerce,476.0,,433.0,,420.0,453.0
GY202,Commerce (International) with French,520.0,,484.0,,484.0,513.0
GY203,Commerce (International) with German,518.0,,489.0,,489.0,541.0
GY204,Commerce (International) with Spanish,506.0,,495.0,,484.0,500.0
GY206,Business Information Systems (Work Placement and O,509.0,,465.0,,431.0,445.0
GY207,Commerce (Accounting) including optional Global Ex,543.0,,509.0,,486.0,510.0
GY208,Commerce (Gaeilge),508.0,,473.0,,473.0,488.0
GY209,Commerce (Global Experience),551.0,,530.0,,509.0,531.0
GY250,Law and Business,510.0,,487.0,,436.0,467.0
GY251,Law (BCL),542.0,,499.0,,473.0,498.0
GY252,Law (BCL) and Human Rights,565.0,,520.0,,510.0,521.0
GY253,Law and Taxation,506.0,,509.0,,,
GY254,Law (BCL)  Criminology and Criminal Justice,548.0,,530.0,,,
GY261,Business Studies in International Hotel Management,503.0,,497.0,,486.0,615.0
GY262,Commerce in International Hotel Management (interv,709.0,,681.0,,671.0,726.0
GY301,Science,489.0,488.0,433.0,432.0,400.0,456.0
GY303,Biomedical Science,613.0,,556.0,,533.0,566.0
GY304,Biotechnology,498.0,495.0,465.0,,473.0,507.0
GY308,Environmental Science,431.0,430.0,408.0,,413.0,440.0
GY309,Financial Mathematics and Economics,509.0,,487.0,,454.0,498.0
GY310,Marine Science,467.0,,419.0,,409.0,456.0
GY313,Environmental Health and Safety,412.0,,412.0,,402.0,435.0
GY314,Earth and Ocean Sciences,422.0,,403.0,,402.0,425.0
GY318,Biopharmaceutical Chemistry,555.0,,509.0,,510.0,532.0
GY319,Mathematical Science,543.0,,476.0,,456.0,531.0
GY320,Physics (Degree options: Applied Astrophysics Biom,465.0,,402.0,,401.0,487.0
GY321,Genetics and Genomics,532.0,,508.0,,,
GY322,Agricultural Sciences,485.0,,,,,
GY350,Computer Science and Information Technology,495.0,,403.0,,425.0,466.0
GY401,Engineering (Undenominated),522.0,520.0,465.0,,444.0,499.0
GY402,Civil Engineering,533.0,521.0,455.0,,509.0,543.0
GY405,Mechanical Engineering,541.0,,454.0,,443.0,499.0
GY406,Electronic and Computer Engineering,555.0,,510.0,,509.0,547.0
GY408,Biomedical Engineering,554.0,,509.0,,519.0,543.0
GY410,Project and Construction Management,431.0,,403.0,,434.0,464.0
GY413,Energy Systems Engineering,509.0,,502.0,,532.0,589.0
GY414,Electrical and Electronic Engineering,433.0,,405.0,,454.0,487.0
GY501,Medicine (five year/six year course  HPAT required,737.0,737.0,728.0,,726.0,731.0
GY502,Occupational Therapy,601.0,,555.0,,532.0,543.0
GY503,Speech and Language Therapy,578.0,,543.0,,529.0,543.0
GY504,Podiatric Medicine,531.0,526.0,443.0,,434.0,463.0
GY515,General Nursing (Galway and Portiuncula),502.0,496.0,476.0,473.0,442.0,466.0
GY516,Mental Health Nursing,475.0,441.0,440.0,,388.0,413.0
GY517,Midwifery,520.0,509.0,495.0,,429.0,468.0
LY108,Business - Accounting,312.0,,309.0,,318.0,399.0
LY118,Business,288.0,,290.0,,287.0,352.0
LY128,Marketing with Online Technologies,261.0,261.0,,,,
LY208,Law,300.0,290.0,300.0,,300.0,359.0
LY228,Sports and Exercise - Common Entry,290.0,,300.0,,278.0,330.0
LY408,Design - Common Entry,301.0,,320.0,,307.0,368.0
LY508,Fire Safety Engineering,283.0,,276.0,,270.0,299.0
LY518,Quantity Surveying,304.0,,301.0,,307.0,368.0
LY528,Construction Management,262.0,,271.0,,267.0,291.0
LY538,Architectural Technology,234.0,234.0,,,,
LY608,Mechanical Engineering,300.0,,300.0,,304.0,333.0
LY618,Electronic Engineering,321.0,,312.0,,307.0,339.0
LY708,Applied Computing,320.0,,306.0,,300.0,348.0
LY748,Computer Science,316.0,,317.0,317.0,,
LY818,Science - Common Entry,302.0,,303.0,,302.0,371.0
LY828,Agriculture - Common Entry,308.0,300.0,307.0,,300.0,342.0
LY908,General Nursing,429.0,,400.0,,383.0,390.0
LY918,Psychiatric Nursing,367.0,,357.0,,291.0,332.0
LY928,Intellectual Disability Nursing,357.0,,326.0,,288.0,299.0
LY968,Early Childhood Care  Health and Education,288.0,,303.0,,300.0,336.0
LY978,Health and Social Care - Common Entry,279.0,,280.0,,260.0,299.0
MI001,Contemporary and Applied Theatre Studies,209.0,,375.0,,345.0,381.0
MI002,Arts,280.0,,300.0,281.0,300.0,378.0
MI004,Education - Primary Teaching - International,589.0,,577.0,,,
MI005,Education - Primary Teaching,522.0,,495.0,,473.0,506.0
MI006,Education - Primary Teaching - Gaeltacht Applicant,485.0,,456.0,,442.0,473.0
MI007,Early Childhood Care and Education,409.0,,357.0,,366.0,402.0
MI008,Education and Psychology - Primary Teaching,590.0,,588.0,,543.0,555.0
MI009,Education  Business Studies and Accounting,434.0,,402.0,,392.0,420.0
MI010,Education  Business Studies and Religious Studies,370.0,,368.0,,326.0,355.0
MI011,Education  Gaeilge and Religious Studies,407.0,,409.0,,377.0,387.0
MI012,Education  Gaeilge and Business Studies,387.0,,401.0,,398.0,440.0
MI013,Education  Mathematics and Gaeilge,509.0,,444.0,,433.0,465.0
MI014,Education  Mathematics and Business Studies,476.0,,434.0,,,
CI110,Counselling and Psychotherapy,292.0,,310.0,,,
CI111,Counselling and Psychotherapy with Addiction Studi,290.0,,301.0,,,
CI112,Counselling and Psychotherapy with Youth Studies,325.0,,311.0,,,
LC110,Art and Design (Common Entry  portfolio),794.0,,740.0,,734.0,918.0
LC114,Fashion and Textiles for Product and Costume (port,914.0,,880.0,,900.0,988.0
LC115,Art and Design Teacher Education (LIT and UL  port,993.0,,942.0,,,
LC220,Digital Marketing,263.0,,262.0,,254.0,288.0
LC223,Law and Taxation,331.0,,307.0,,308.0,372.0
LC224,Accounting and Finance,300.0,,300.0,,299.0,382.0
LC225,Marketing and Management,298.0,,298.0,,298.0,337.0
LC226,Enterprise and Innovation,255.0,,234.0,234.0,216.0,298.0
LC233,Software Development,280.0,,272.0,,300.0,371.0
LC234,Immersive Digital Media and Spatial Computing,226.0,,225.0,,219.0,288.0
LC236,Internet Systems Development,260.0,,262.0,260.0,298.0,319.0
LC239,Computer Networks and Systems Management,317.0,,307.0,,335.0,347.0
LC241,Construction Management,326.0,,255.0,,276.0,303.0
LC242,Property Valuation and Management,308.0,,282.0,,292.0,328.0
LC243,Quantity Surveying,278.0,,294.0,,281.0,360.0
LC248,Built Environment (Common Entry),300.0,,288.0,,307.0,350.0
LC252,Civil Engineering Management,264.0,,270.0,,281.0,331.0
LC263,Medical Technology,391.0,,294.0,,282.0,359.0
LC265,Forensic and Pharmaceutical Sciences,498.0,,413.0,,335.0,368.0
LC266,Drug and Medicinal Product Analysis,252.0,,262.0,,236.0,299.0
LC275,Electrical Engineering,361.0,347.0,298.0,,288.0,340.0
LC288,Mechanical Engineering,378.0,369.0,347.0,346.0,307.0,360.0
LC289,Precision Engineering,261.0,,291.0,,280.0,369.0
LC292,Social Care Work,374.0,,367.0,,360.0,389.0
LC293,Business Studies with Travel and Tourism Managemen,271.0,264.0,307.0,,299.0,326.0
LC294,Business Studies with Event Management,279.0,,279.0,,271.0,300.0
LC295,Business Studies with Sports Management,262.0,,252.0,,263.0,298.0
LC297,Community and Addiction Studies,272.0,262.0,235.0,,217.0,269.0
LC320,Business,381.0,,346.0,,337.0,378.0
LC330,Business with Computing,328.0,308.0,297.0,,298.0,326.0
LC340,Interior Design,391.0,368.0,350.0,,298.0,349.0
LC362,Biotechnology and Biopharmaceutical Sciences,429.0,,413.0,,379.0,402.0
LC371,Creative Broadcast and Film Production,325.0,310.0,309.0,,298.0,339.0
LC372,Music Technology and Production,377.0,,325.0,,321.0,369.0
LC374,Renewable and Electrical Energy Engineering,337.0,319.0,318.0,,317.0,368.0
LC375,Industrial Automation and Robotic Systems,309.0,,317.0,,321.0,368.0
LC376,Electronic Engineering with Computer Systems,357.0,,318.0,,308.0,346.0
LC380,Automotive Engineering and Transport Management,298.0,,303.0,298.0,282.0,329.0
LC392,Business Studies in Beauty and Spa Management,328.0,317.0,236.0,,217.0,318.0
LC393,Early Childhood Education and Care,309.0,276.0,236.0,,260.0,309.0
LC402,Social Care Work,228.0,,225.0,,209.0,290.0
LC408,Environmental Science and Climate,279.0,,279.0,,262.0,346.0
LC416,Business,260.0,,274.0,,,
LC418,Computing - Games Design and Development,260.0,256.0,270.0,,271.0,318.0
LC422,Applied Strength and Conditioning,289.0,,298.0,,288.0,333.0
LC502,Game Art and Design (portfolio),841.0,,852.0,,838.0,950.0
LC517,Creative Media and Design,279.0,,234.0,,229.0,273.0
LC518,Digital Animation Production (portfolio),807.0,,808.0,,816.0,962.0
LC612,Social Care Work,309.0,,320.0,,319.0,338.0
LM002,Arts,360.0,360.0,348.0,,329.0,388.0
LM019,Social Sciences,451.0,,,,,
LM020,Law and Accounting,474.0,,465.0,,436.0,476.0
LM026,Performing Arts (audition format TBC),329.0,,303.0,,307.0,367.0
LM028,Criminal Justice,420.0,,418.0,,387.0,409.0
LM029,Law Plus,530.0,,490.0,,473.0,499.0
LM038,Psychology and Sociology,530.0,,500.0,,478.0,489.0
LM039,Journalism and Digital Communication,432.0,,402.0,,388.0,430.0
LM040,European Studies,409.0,,369.0,,350.0,462.0
LM044,Applied Languages,429.0,,442.0,,404.0,473.0
LM050,Business Studies (options),451.0,,431.0,,419.0,455.0
LM056,International Business,555.0,,528.0,,511.0,543.0
LM058,Financial Mathematics,468.0,,403.0,,434.0,543.0
LM063,Technology Management,410.0,,379.0,,372.0,409.0
LM066,Environmental Science,430.0,,,,,
LM068,Food Science and Health,464.0,,421.0,,400.0,430.0
LM076,Product Design and Technology (portfolio required),401.0,,408.0,,402.0,466.0
LM077,Aeronautical Engineering,567.0,,520.0,,469.0,531.0
LM082,Construction Management and Engineering,446.0,,398.0,,368.0,404.0
LM089,Sport and Exercise Sciences,498.0,,474.0,,441.0,466.0
LM090,Physical Education with concurrent Teacher Educati,552.0,544.0,532.0,,498.0,520.0
LM091,Languages with concurrent Teacher Education,506.0,,517.0,,,
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,,507.0,,478.0,509.0
LM093,Equine Science,367.0,,339.0,,338.0,381.0
LM094,Materials and Architectural Technology with concur,475.0,,440.0,,405.0,433.0
LM095,Materials and Engineering Technology with concurre,425.0,,367.0,,358.0,409.0
LM096,Science with Teacher Ed (Physical Sciences with Ch,454.0,,405.0,,382.0,422.0
LM097,Mathematics and Computer Science with concurrent T,465.0,,402.0,,,
LM099,Architecture,520.0,,498.0,,419.0,473.0
LM100,Physiotherapy,613.0,,589.0,,565.0,577.0
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,,55.0,,55.0,57.0
LM102,Psychology,534.0,,509.0,,495.0,519.0
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,,392.0,,313.0,403.0
LM105,Exercise and Health Fitness Management,441.0,,,,,
LM115,Chemical and Biochemical Engineering,476.0,,454.0,,456.0,520.0
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498.0,,476.0,,434.0,498.0
LM118,Electronic and Computer Engineering,445.0,,403.0,,401.0,498.0
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402.0,,351.0,,352.0,420.0
LM122,Creative Media and Interaction Design (Digital Des,382.0,,327.0,,330.0,430.0
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,,441.0,,412.0,455.0
LM124,Mathematics (Math Science/Maths and Physics/Econom,455.0,,437.0,,427.0,521.0
LM125,Physics (Applied Physics or Mathematics and Physic,489.0,,404.0,,405.0,509.0
LM150,General Nursing,498.0,487.0,475.0,,440.0,463.0
LM152,Mental Health Nursing,478.0,466.0,419.0,,388.0,418.0
LM154,Intellectual Disability Nursing,462.0,443.0,420.0,,381.0,408.0
LM156,Midwifery,521.0,508.0,469.0,,429.0,444.0
MU001,Theology and Arts,294.0,294.0,290.0,290.0,290.0,318.0
MU002,Theology,,,440.0,,292.0,377.0
MH001,Education - Primary Teaching (Froebel),564.0,,507.0,,496.0,520.0
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,,,441.0,
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,,,,
MH101,Arts,338.0,336.0,318.0,,316.0,369.0
MH103,Music,,,,,,367.0
MH106,Psychology - 3 years,554.0,,521.0,,495.0,499.0
MH107,Social Science,390.0,,346.0,,326.0,349.0
MH109,Media Studies,324.0,,316.0,,317.0,377.0
MH116,Community and Youth Work (Full-Time),,,,,,271.0
MH201,Science,401.0,400.0,360.0,,350.0,392.0
MH202,Biotechnology,490.0,489.0,455.0,,429.0,446.0
MH203,Biological and Geographical Sciences,451.0,,430.0,,,
MH204,Physics with Astrophysics,422.0,,422.0,,420.0,488.0
MH206,Theoretical Physics and Mathematics,521.0,,510.0,,498.0,566.0
MH207,Data Science,444.0,,445.0,,434.0,466.0
MH208,Biological and Biomedical Sciences,543.0,,498.0,,451.0,476.0
MH209,Psychology (through Science) - 4 years,529.0,,498.0,,473.0,485.0
MH210,Pharmaceutical and Biomedical Chemistry,510.0,,487.0,,446.0,466.0
MH212,Science|Maths and Computer Science|Mathematics (wi,452.0,443.0,422.0,,444.0,476.0
MH304,Engineering (Computer/Electronic/Communications),351.0,351.0,333.0,333.0,371.0,423.0
MH305,Product Design,326.0,,357.0,,358.0,411.0
MH306,Robotics and Intelligent Devices,362.0,,361.0,,361.0,424.0
MH401,Finance (options),370.0,,357.0,,352.0,392.0
MH402,Quantitative Finance,476.0,,476.0,,476.0,487.0
MH403,Accounting and Finance,424.0,,422.0,,402.0,432.0
MH404,Business (options),441.0,,430.0,,400.0,429.0
MH407,Business and Accounting,423.0,,420.0,,401.0,420.0
MH411,Entrepreneurship,378.0,,371.0,,358.0,388.0
MH501,LLB Law - four year Single Major Law programme,507.0,,473.0,,451.0,476.0
MH502,Law (options),465.0,,451.0,,410.0,442.0
MH601,Computer Science through Arts (options),381.0,,352.0,,342.0,369.0
MH602,Computer Science through Science (options),400.0,,351.0,,357.0,413.0
MH603,Computational Thinking,520.0,,532.0,,520.0,543.0
MH801,Early Childhood - Teaching and Learning (part-time,,,327.0,,347.0,358.0
MH802,Community and Youth Work (part-time  in service),,,,,,
MH803,Local Studies/Community Studies (part-time  evenin,,,,,,
AS001,Education  Home Economics and Biology - with concu,542.0,533.0,510.0,,456.0,497.0
